iddd2,Código,Item,n_resposta,train_subj,resp_relacao3,y_theta,y_score1,y_score2
D0107B074,D0107,B07,4,1,Janela é o iluminar da Casa. a janela é a alma da casa pq ilumina tudo,3,1,1
D0107B081,D0107,B08,1,1,Semaforo é o vóz da Rua. pq como a vóz emite sons o semáforo sinais,3,1,1
D0107B082,D0107,B08,2,1,Semaforo é o sirene da Rua. pq a sirene alerta perigo assim como o semáforo na rua,3,1,1
D0107B083,D0107,B08,3,1,Semaforo é o arco iris da Rua. o arco-íris colore o céu assim como o semáforo as ruas,4,3,2
D0107B084,D0107,B08,4,1,Semaforo é o lanterna da Rua. a lanterna é como o semáforo que acende e apaga,3,1,1
D0108E011,D0108,E01,1,1,Buzina é o corneta da Carro. ela faz barulho do carro assim como a corneta do seu tocador,3,1,1
D0108E012,D0108,E01,2,1,Buzina é o rádio da Carro. ela comunica o carro com o que está ao redor,1,0,0
D0108E021,D0108,E02,1,1,Grama é o roupa da Terra. a grama cobre a terra e o cobertor o ser humano,3,1,1
D0108E022,D0108,E02,2,1,Grama é o enfeite da Terra. a grama enfeita a terra como o véu á noiva,4,3,2
D0108A031,D0108,A03,1,1,"Estrelas é o espinhas da Noite. são pontos marcantes no céu, como espinhas marcam o rosto",4,2,2
D0108A032,D0108,A03,2,1,Estrelas é o luz da Noite. iluminam o céu escuro bem como as velas iluminam a penumbra de um quarto,1,0,0
D0108A041,D0108,A04,1,1,"Bola é o desejo da Jogadores. o jogador deseja a bola, como o homem deseja a mulher",3,1,1
D0109E011,D0109,E01,1,1,Buzina é o vóz da Carro. pq é com a buzina repreende-se outro motorista,3,1,1
D0109E021,D0109,E02,1,1,Grama é o piso da Terra. assim como o piso a grama nos protege da terra,3,1,1
D0109E022,D0109,E02,2,1,Grama é o nuvem da Terra. da mesma forma que existem nuvens no céu temos grama na terra,1,0,0
D0109E023,D0109,E02,3,1,Grama é o cachorro da Terra. a grama está na natureza assim como os cachorros estão para seus donos,1,0,0
D0109E024,D0109,E02,4,1,Grama é o paisagem da Terra. NA,1,0,0
D0109B031,D0109,B03,1,1,Espuma é o tudo da Sabao. o que será do sabão sem a espuma,1,0,0
D0109B032,D0109,B03,2,1,Espuma é o pão/margarina da Sabao. a espuma está para o sabão assim como o pão está com a margarina,1,0,0
D0109B041,D0109,B04,1,1,Trovao é o aviso da Chuva. assim como o carro buzina o trovão avisa a chuva,1,0,0
D0109B042,D0109,B04,2,1,Trovao é o luz da Chuva. assim como o sol está no céu o trovão ilumina na chuva,1,0,0
D0109B051,D0109,B05,1,1,Nuvens é o piso da Ceu. assim como temos um limite para a terra aparentemente temos um limite para o céu,3,1,1
D0109B061,D0109,B06,1,1,Coleira é o identidade da Cachorro. colocamos coleiras nos cachorros da mesma forma que usamos aliança para firmar um compromisso,3,1,1
D0109B062,D0109,B06,2,1,Coleira é o gargantilha da Cachorro. assim como usamos correntes e gargantilhas os cães usam coleiras,1,0,0
D0110E011,D0110,E01,1,1,Buzina é o vóz da Carro. pq ela avisa quando o carro está passando,4,3,2
D0110E021,D0110,E02,1,1,Grama é o roupa da Terra. pq ela protege e enfeita a terra sem vida,3,1,1
D0110E022,D0110,E02,2,1,Grama é o oxigênio da Terra. pq a terra não é boa sem grama e a grama não tem função sem a terra,1,0,0
D0110C031,D0110,C03,1,1,"Vulcao é o chaminé da Terra. pq quando precisa, ele elimina da terra o excedente do núcleo que é movimentado",3,1,1
D0110C041,D0110,C04,1,1,"Livro é o seiva da Biblioteca. pq é ele que mantém a biblioteca viva, que dá função",4,2,2
D0110C051,D0110,C05,1,1,Arma é o espinho da Policial. pq ela ajuda ele se defender de seus inimigos,4,2,2
D0110C061,D0110,C06,1,1,"Poluicao é o bactéria da Cidade. pq estraga, danifica, deixa-a doente",4,3,2
D0110C071,D0110,C07,1,1,"Pneu é o asa da Carro. pq permite que ele se movimente, que cumpra sua principal função, que se locomova com mais facilidade",4,3,2
D0110C081,D0110,C08,1,1,Porta é o sorriso da Casa. pq se abre para os que são bem vindos e se fecha para os que não são,4,3,2
D0110C091,D0110,C09,1,1,"Dinheiro é o presente da Homens. pq com ele o homem decide se é bom ou ruim, o que vai fazer no hoje e no amanhã",3,1,1
D0111E011,D0111,E01,1,1,Buzina é o apito da Carro. dá sinal de alerta do carro assim como o apito do trem,4,3,2
D0111E021,D0111,E02,1,1,Grama é o fundação da Terra. pq a fundação é essêncial para firmar o edificio assim como a grama / raízes é para a terra,3,1,1
D0111E022,D0111,E02,2,1,Grama é o vida da Terra. sua cor forma a terra semelhante aos seres vivos,1,0,0
D0111E023,D0111,E02,3,1,Grama é o artefato da Terra. enfeita a terra assim como o artefato a casa,1,0,0
D0111A031,D0111,A03,1,1,Estrelas é o faróis da Noite. ilumina a noite assim como os faróis o caminho do carro,3,1,1
D0111A032,D0111,A03,2,1,Estrelas é o lâmpadas da Noite. ilumina a noite como as lâmpadas a rua,3,1,1
D0111A041,D0111,A04,1,1,Bola é o brinquedo da Jogadores. bola diversão dos jogadores assim como o brinquedo para a criança,3,1,1
D0111A042,D0111,A04,2,1,Bola é o microfone da Jogadores. mostra a profissão do jogador assim como o microfone mostra a do repórter,4,2,2
D0111A051,D0111,A05,1,1,Planetas é o filhos da Sol. para andar permeiam os sol assim como filhos os pais,3,1,1
D0111A061,D0111,A06,1,1,Onibus é o chaminés da Cidade. poluem o ar tanto quanto chaminés das indústrias,4,3,2
D0111A062,D0111,A06,2,1,Onibus é o mulheres da Cidade. conduzem as pessoas assim como as mulheres conduzem os homens,4,3,2
D0111A071,D0111,A07,1,1,Cabide é o estrutura da Roupa. segura a roupa assim como a estrutura segura a construção,3,1,1
D0111A072,D0111,A07,2,1,"Cabide é o mãe da Roupa. deixa a roupa ""de pé"" assim como a mãe na família",4,3,2
D0111A081,D0111,A08,1,1,Amor é o alavanca da Sentimentos. aciona os sentimentos assim como a alavanca aciona a máquina,3,1,1
D0111A082,D0111,A08,2,1,Amor é o trator da Sentimentos. passa por cima de outros sentimentos assim como o trator na terra,3,1,1
D0111A091,D0111,A09,1,1,Peixes é o tintas da Mar. dão cor ao mar assim como as tintas á tela,4,3,2
D0111A092,D0111,A09,2,1,Peixes é o pincéis da Mar. caracterizam a função do mar assim como a do artista,1,0,0
D0112E011,D0112,E01,1,1,Buzina é o grito da Carro. pq a buzina é um sinal sonoro assim como um grito,4,3,2
D0112E021,D0112,E02,1,1,Grama é o capa da Terra. pq a grama serve como uma capa para a terra,4,3,2
D0112A031,D0112,A03,1,1,"Estrelas é o luminárias da Noite. pq as estrelas dão brilho ao céu, assim como luzes",3,1,1
D0112A041,D0112,A04,1,1,"Bola é o desejo da Jogadores. pq nos jogos, o objetivo do jogadores é alcançar a bola e atingir o objetivo do jogo",3,1,1
D0112A051,D0112,A05,1,1,"Planetas é o filhos da Sol. pq os planetas giram em torno do sol, assim como os filhos ficam em torno dos pais",3,1,1
D0112A061,D0112,A06,1,1,Onibus é o formigas da Cidade. pq ônibus percorrem vários caminhos assim como formigas,3,1,1
D0112A071,D0112,A07,1,1,"Cabide é o família da Roupa. pq a família é o alicerce das pessoas, assim como o cabide segura e estrutura as roupas",3,1,1
D0112A081,D0112,A08,1,1,Amor é o flor da Sentimentos. pq o amor é bonito e belo como uma flor,3,1,1
D0112A091,D0112,A09,1,1,"Peixes é o frutos da Mar. pq os peixes nascem no mar, assim como os frutos nascem nas árvores",1,0,0
D0113E011,D0113,E01,1,0,"Buzina é o vóz da Carro. pq a buzina do carro é um meio de comunicação, assim como a vóz para os homens",4,3,2
D0113E012,D0113,E01,2,0,Buzina é o choro da Carro. ambos é a forma pela qual se expressão,4,3,2
D0113E021,D0113,E02,1,0,"Grama é o casaco de pele da Terra. a grama ""enfeita"" a terra assim como o casaco de pele enfeite a madame",3,1,1
D0113E022,D0113,E02,2,0,Grama é o pele da Terra. uma proteção,3,1,1
D0113C031,D0113,C03,1,0,Vulcao é o cabeça da Terra. os dois estão sempre prestes a explodir,4,3,3
D0113C041,D0113,C04,1,0,Livro é o coração da Biblioteca. pq um não vive sem o outro,4,2,2
D0113C051,D0113,C05,1,0,Arma é o pai da Policial. a arma é uma segurança para o policial assim como o pai para uma criança,4,2,2
D0113C061,D0113,C06,1,0,"Poluicao é o desmatamento da Cidade. o desmatamento destrói a floresta, assim como a poluição destrói a cidade",3,1,1
D0113C071,D0113,C07,1,0,"Pneu é o estudo da Carro. sem ele ""não vai para frente"" não anda",4,3,2
D0113C081,D0113,C08,1,0,"Porta é o sorriso da Casa. depende deles estarem abertos ou "" no coração dela"" fechados para podermos entrar ""na casa"" ou não",4,3,2
D0113C091,D0113,C09,1,0,Dinheiro é o cadeira de rodas da Homens. tanto um quanto o outro é totalmente dependente deles assim o homem precisa de dinheiro como o deficiente físico de sua cadeira de rodas,3,1,1
D0113C092,D0113,C09,2,0,Dinheiro é o buquê da Homens. ambos totalmente indispensável,1,0,0
D0114E011,D0114,E01,1,1,"Buzina é o boca da Carro. pq a buzina é a boca do carro, assim como as pessoas tem boca",3,1,1
D0114E021,D0114,E02,1,1,Grama é o vestimenta da Terra. pq a grama é a vestimenta que se usa no jardim,1,0,0
D0114A031,D0114,A03,1,1,Estrelas é o olhos da Noite. pq as estrelas são os olhos iluminados da noite,3,1,1
D0114A041,D0114,A04,1,1,"Bola é o brinquedo da Jogadores. pq a bola é o brinquedo das crianças, assim como são para os jogadores",3,1,1
D0114A051,D0114,A05,1,1,Planetas é o amigos da Sol. pq os planetas são os amigos do sol em movimento,3,1,1
D0114A061,D0114,A06,1,1,Onibus é o companheiro da Cidade. pq os ônibus são os companheiros das pessoas da cidade,1,0,0
D0114A071,D0114,A07,1,1,"Cabide é o esqueleto da Roupa. pq o cabide é o esqueleto da roupa, a pele é da carne",3,1,1
D0114A081,D0114,A08,1,1,"Amor é o pedra da Sentimentos. pq o amor é a pedra dos sentimentos, a pérola é dom",1,0,0
D0114A091,D0114,A09,1,1,"Peixes é o policiais da Mar. pq os peixes são os policiais do mar, os guardas são da rua",3,1,1
D0115E011,D0115,E01,1,1,"Buzina é o grito da Carro. pois soa como aviso, assim como um grito",3,1,1
D0115E012,D0115,E01,2,1,Buzina é o campainha da Carro. toque de som que indica algo,4,3,2
D0115E013,D0115,E01,3,1,Buzina é o ferida da Carro. quando se toca em nossa ferida nós gritamos,1,0,0
D0115E021,D0115,E02,1,1,Grama é o tapete da Terra. pq a grama reveste o solo como o tapete faz na casa,3,1,1
D0115E022,D0115,E02,2,1,Grama é o reboco ou acabamento da Terra. assim como a parede é revestida pelo reboco,3,1,1
D0115E023,D0115,E02,3,1,Grama é o cabelo da Terra. pq cobre o solo como o cabelo cobre a cabeça,3,1,1
D0115E024,D0115,E02,4,1,Grama é o scoth brite da Terra. pois absorve a água das chuvas como uma esponja de cozinha,3,1,1
D0115B031,D0115,B03,1,1,Espuma é o barba da Sabao. pois contorna-o como a barba faz com o rosto,3,1,1
D0115B032,D0115,B03,2,1,Espuma é o névoa da Sabao. pois tapa a sua visualizaçãocomo uma neblina,3,1,1
D0115B033,D0115,B03,3,1,Espuma é o fumaça da Sabao. emite a espuma como a chaleira emite sua fumaça,3,1,1
D0115B034,D0115,B03,4,1,Espuma é o pêlo da Sabao. cobre o sabão como o pêlo cobre o animal,3,1,1
D0115B041,D0115,B04,1,1,Trovao é o choro da Chuva. pois cresce como o ruído de um choro,3,1,1
D0115B042,D0115,B04,2,1,Trovao é o queda da Chuva. acontece inesperadamente como uma queda,3,1,1
D0115B043,D0115,B04,3,1,Trovao é o buzina da Chuva. toca e se anúncia como o trovão faz com a chuva,3,1,1
D0115B044,D0115,B04,4,1,Trovao é o lápis da Chuva. pois risca o céu como o lápis risca o papel,3,1,1
D0115B051,D0115,B05,1,1,Nuvens é o neblina da Ceu. fecham a visão no ceú como a névoa na terra,1,0,0
D0115B052,D0115,B05,2,1,Nuvens é o algodão da Ceu. assemelham-se ao algodão da terra,1,0,0
D0115B053,D0115,B05,3,1,Nuvens é o balões da Ceu. ficam flutuando como os balões de ar,3,1,1
D0115B054,D0115,B05,4,1,Nuvens é o cobertor da Ceu. pois cobrem o sol como se fosse um cobertor,3,1,1
D0115B061,D0115,B06,1,1,Coleira é o colarinho da Cachorro. fica em seu pescoço como o colarinho do homem,1,0,0
D0115B062,D0115,B06,2,1,Coleira é o anel da Cachorro. preso ao seu pescoço como um anel no dedo da mulher,3,1,1
D0115B063,D0115,B06,3,1,Coleira é o lacre da Cachorro. pois liberta o cão como se rompe o lacre de um produto,4,3,2
D0115B064,D0115,B06,4,1,Coleira é o arreio da Cachorro. o arreio domina o cavalo como a coleira faz com o cão,3,1,1
D0115B071,D0115,B07,1,1,"Janela é o nariz da Casa. por ela entra o ar na casa, como o nariz faz",3,1,1
D0115B072,D0115,B07,2,1,Janela é o olho da Casa. por ela se vê o que se passa do lado de fora,3,1,1
D0115B073,D0115,B07,3,1,Janela é o vitrine da Casa. pois por ela se vê o que há no interior,3,1,1
D0115B074,D0115,B07,4,1,Janela é o óculos da Casa. pois se vê as coisas através de um vidro,3,1,1
D0115B081,D0115,B08,1,1,Semaforo é o guarda da Rua. como eles param o trânsito,3,1,1
D0115B082,D0115,B08,2,1,Semaforo é o árvore de natal da Rua. pq enfeita a rua como uma árvore de natal em casa,3,1,1
D0115B083,D0115,B08,3,1,Semaforo é o botão de elevador da Rua. pois ao mudar nos leva a outro local,3,1,1
D0115B084,D0115,B08,4,1,Semaforo é o breque da Rua. pq pára o trânsito como o breque pára o carro,3,1,1
D0115B091,D0115,B09,1,1,Moto é o metade da Automoveis. pq possui duas rodas,3,1,1
D0115B092,D0115,B09,2,1,Moto é o filho da Automoveis. pq é menor que o carro,3,1,1
D0116E011,D0116,E01,1,1,Buzina é o alimento da Carro. o alimento é necessário no organismo assim como a buzina no carro,1,0,0
D0116E012,D0116,E01,2,1,Buzina é o caderno da Carro. o caderno é útil na aula assim como a buzina no carro,1,0,0
D0116E013,D0116,E01,3,1,Buzina é o pneu da Carro. o pneu faz parte do carro,1,0,0
D0116E014,D0116,E01,4,1,Buzina é o tefefone da Carro. o telefone é muito útil quando estamos fora de casa,1,0,0
D0116E021,D0116,E02,1,1,Grama é o filho da Terra. o filho precisa dos pais assim como a grama da terra,3,1,1
D0116E022,D0116,E02,2,1,Grama é o corpo da Terra. nosso corpo necessita de água,1,0,0
D0116E023,D0116,E02,3,1,Grama é o crianças da Terra. as crianças precisam ir á escola para aprender,1,0,0
D0116E024,D0116,E02,4,1,Grama é o água da Terra. pq a água está no mar e a grama na terra,1,0,0
D0116C031,D0116,C03,1,1,Vulcao é o filho da Terra. o filho sai da mãe assim como o vulcão da terra,3,1,1
D0116C032,D0116,C03,2,1,Vulcao é o nuvem da Terra. a nuvem está no céu assim como o vulcão está na terra,3,1,1
D0116C041,D0116,C04,1,1,Livro é o padre da Biblioteca. o padre está na igreja assim como o livro na biblioteca,3,1,1
D0116C042,D0116,C04,2,1,Livro é o esposa da Biblioteca. a esposa pertence ao marido,3,1,1
D0116C043,D0116,C04,3,1,Livro é o professor da Biblioteca. o professor ensina o aluno,3,1,1
D0116C051,D0116,C05,1,1,Arma é o bateria da Policial. a bateria é tocada pelo músico,3,1,1
D0117E011,D0117,E01,1,0,Buzina é o barulho da Carro. o barulho está na buzina assim como o carro está na rua,1,0,0
D0117E012,D0117,E01,2,0,"Buzina é o lápis da Carro. a buzina está para o carro, assim como o lápis está no estojo",1,0,0
D0117E013,D0117,E01,3,0,"Buzina é o telefone da Carro. a buzina está no carro, assim como o telefone está para a comunicação",1,0,0
D0117E014,D0117,E01,4,0,Buzina é o avião da Carro. a buzina está no carro assim como o avião está no aeroporto,1,0,0
D0117E021,D0117,E02,1,0,Grama é o peixe da Terra. a grama está na terra assim como o peixe está no mar,1,0,0
D0117E022,D0117,E02,2,0,Grama é o flor da Terra. a grama está na terra assim como a flor está no jardim,1,0,0
D0117A031,D0117,A03,1,0,Estrelas é o sol da Noite. as estrelas estão na noite assim como o sol está no dia,1,0,0
D0117A032,D0117,A03,2,0,Estrelas é o planetas da Noite. as estrelas estão na noite assim como os planetas estão no universo,1,0,0
D0117A041,D0117,A04,1,0,Bola é o apito da Jogadores. a bola é do jogadores assim como o apito é do juíz,1,0,0
D0117A042,D0117,A04,2,0,Bola é o sapato da Jogadores. a bola está com os jogadores assim como o sapato está no pé,1,0,0
D0117A051,D0117,A05,1,0,Planetas é o areia da Sol. os planetas estão próximos do sol assim como a areia está próxima do mar,3,1,1
D0117A061,D0117,A06,1,0,Onibus é o pessoas da Cidade. os ônibus movimentam-se pelas cidades assim como as pessoas movimentam-se pela calçada,3,1,1
D0117A062,D0117,A06,2,0,Onibus é o barco da Cidade. os ônibus movimentam-se pela cidade assim como o barco movimenta-se pelo mar,3,1,1
D0117A071,D0117,A07,1,0,Cabide é o sapato da Roupa. o cabide está na roupa assim como o sapato está na sapateira,1,0,0
D0117A072,D0117,A07,2,0,Cabide é o sabonete da Roupa. o cabide está na roupa assim como o sabonete está na saboneteira,1,0,0
D0117A073,D0117,A07,3,0,Cabide é o caderno da Roupa. o cabide está na roupa assim como o caderno está na mochila,1,0,0
D0117A081,D0117,A08,1,0,Amor é o chuva da Sentimentos. o amor é um dos sentimentos assim como a chuva é um fenômeno,3,1,1
D0117A091,D0117,A09,1,0,Peixes é o estrelas da Mar. os peixes estão no mar assim como as estrelas estão no céu,3,1,1
D0117A092,D0117,A09,2,0,Peixes é o pássaros da Mar. os peixes estão no mar assim como os pássaros estão no ar,3,1,1
D0117A093,D0117,A09,3,0,Peixes é o carro da Mar. os peixes estão no mar assim como o carro está na estrada,3,1,1
D0118E011,D0118,E01,1,1,Buzina é o vóz da Carro. pq a buzina assim como a vóz atrai a atenção,3,1,1
D0118E021,D0118,E02,1,1,Grama é o tapete da Terra. pq a grama cobre a terra assim como o tapete cobre o chão,4,3,2
D0118B051,D0118,B05,1,1,Nuvens é o esculturas da Ceu. pq as nuvens tem formas diferentes assim como as esculturas,3,1,1
D0119E021,D0119,E02,1,1,Grama é o tapete da Terra. pq a grama desce sobre a terra parecendo um tapete,3,1,1
D0119E022,D0119,E02,2,1,Grama é o revestimento da Terra. pq a grama reveste o solo como tecido de proteção,1,0,0
D0120E011,D0120,E01,1,1,Buzina é o vóz da Carro. com a buzina o carro possui uma vóz de aviso para outro carro,3,1,1
